id_number,space_group
1246173,52
1246174,206
1246175,15
1246176,52
1246177,176
1246178,176
1246179,12
1246180,15
1246181,61
1246182,164
1246183,12
1246184,15
1246185,61
1246186,2
1246187,166
1246188,15
1246189,152
1246190,15
1246191,61
1246192,139
1246193,194
1246194,15
1246195,15
1246196,15
1246197,52
1246198,15
1246199,206
1246200,52
1246201,15
1246202,15
1246203,176
1246204,15
1246205,15
1246206,15
1246207,62
1246208,140
1246209,2
1246210,62
1246211,205
1246212,12
1246213,62
1246214,61
1246215,62
1246216,15
1246217,186
1246218,36
1246219,2
1246220,15
1246221,2
1246222,100
1246223,63
1246224,167
1246225,58
1246226,15
1246227,15
1246228,52
1246229,12
1246230,15
1246231,33
1246232,164
1246233,206
1246234,15
1246235,12
1246236,15
1246237,194
1246238,15
1246239,157
1246240,141
1246241,2
1246242,160
1246243,12
1246244,62
1246245,12
1246246,130
1246247,52
1246248,59
1246249,12
1246250,15
1246251,7
1246252,53
1246253,61
1246254,14
1246255,2
1246256,164
1246257,59
1246258,2
1246259,7
1246260,11
1246261,2
1246262,36
1246263,60
1246264,33
1246265,59
1246266,2
1246267,64
1246268,51
1246269,2
1246270,14
1246271,2
1246272,61
1246273,59
1246274,38
1246275,2
1246276,140
1246277,137
1246278,7
1246279,1
1246280,14
1246281,11
1246282,15
1246283,60
1246284,2
1246285,61
1246286,227
1246287,53
1246288,36
1246289,2
1246290,15
1246291,74
1246292,198
1246300,62
1246301,71
1246302,176
1246303,36
1246304,33
1246305,62
1246306,15
1246307,136
1246308,187
1246309,129
1246310,62
1246311,176
1246312,31
1246313,62
1246314,166
1246315,1
1246316,176
1246317,36
1246318,15
1246319,9
1246320,52
1246321,15
1246322,61
1246323,129
1246324,137
1246325,36
1246326,164
1246327,166
1246328,14
1246329,7
1246330,129
1246331,33
1246332,2
1246333,64
1246334,12
1246335,2
1246336,14
1246337,194
1246338,65
1246339,141
1246340,64
1246341,68
1246342,26
1246343,14
1246344,15
1246345,2
1246346,12
1246347,14
1246348,12
1246349,160
1246350,64
1246351,164
1246352,122
1246353,80
1246354,62
1246355,2
1246356,15
1246357,58
1246358,12
1246359,137
1246360,164
1246361,52
1246362,15
1246363,15
1246364,2
1246365,53
1246366,3
1246367,61
1246368,74
1246369,11
1246370,15
1246371,215
1246372,36
1246373,194
1246374,52
1246375,167
1246376,12
1246377,194
1246378,2
1246379,136
1246381,60
1246382,166
1246383,2
1246384,166
1246385,62
1246386,74
1246387,61
1246388,60
1246389,62
1246390,15
1246391,62
1246392,11
1246393,62
1246394,7
1246395,15
1246396,137
1246397,59
1246398,15
1246399,44
12464,72
1245994,63
1245995,167
1245996,2
1245997,2
1245998,206
1245999,33
1246,215
1245845,15
1245846,15
1245847,129
1245848,12
1245849,62
1245850,194
1245851,60
1245543,19
1245544,63
1245545,62
1245546,63
1245547,129
1245548,62
1245549,12
1245693,62
1245694,15
1245695,60
1245696,2
1245697,15
1245698,33
1245699,62
1246143,62
1246144,2
1246145,122
1246146,46
1246147,12
1246148,52
1246149,2
1246294,74
1246295,64
1246296,61
1246297,63
1246298,2
1246299,139
12463,72
1246400,136
1246401,62
1246402,36
1246403,2
1246404,15
1246405,173
1246406,166
1246407,206
1246408,2
1246409,62
1246410,12
1246411,15
1246412,59
1246413,160
1246414,140
1246415,136
1246416,8
1246417,12
1246418,100
1246419,33
1246420,33
1246421,215
1246422,33
1246423,2
1246424,62
1246425,74
1246426,62
1246427,52
1246428,166
1246429,2
1246430,31
1246431,74
1246432,15
1246433,194
1246434,52
1246435,12
1246436,74
1246437,12
1246438,52
1246439,164
1246440,74
1246441,52
1246442,72
1246443,166
1246444,12
1246445,74
1246446,12
1246447,61
1246448,176
1246449,2
1246450,38
1246451,12
1246452,19
1246453,160
1246454,164
1246455,166
1246456,36
1246457,129
1246458,164
1246459,59
1246460,15
1246461,59
1246462,187
1246463,8
1246464,74
1246465,202
1246466,52
1246467,164
1246468,176
1246469,52
1246470,15
1246471,2
1246472,166
1246473,62
1246474,1
1246475,33
1246476,36
1246477,166
1246478,15
1246479,194
1246480,194
1246481,60
1246482,74
1246483,137
1246484,74
1246485,62
1246486,72
1246487,166
1246488,62
1246489,53
1246490,62
1246491,194
1246492,166
1246493,2
1246494,52
1246495,12
1246496,139
1246497,164
1246498,36
1246499,62
12465,72
1246500,176
1246501,166
1246502,141
1246503,176
1246504,2
1246505,137
1246506,187
1246507,2
1246508,166
1246509,2
1246510,64
1246511,164
1246513,14
1246514,58
1246515,167
1246516,59
1246517,36
1246518,63
1246519,12
1246520,15
1246521,7
1246522,2
1246523,2
1246524,74
1246525,36
1246526,15
1246527,12
1246528,15
1246529,61
1246530,15
1246531,52
1246532,167
1246533,139
1246534,166
1246535,166
1246536,136
1246537,166
1246538,7
1246539,8
1246540,62
1246541,59
1246542,33
1246848,176
1246849,62
1246850,61
1246851,62
1246852,52
1246853,15
1246854,60
1246855,52
1246856,2
1246857,2
1246858,62
1246859,166
1246860,15
1246861,166
1246862,62
1246863,130
1246864,1
1246865,67
1246866,2
1246867,15
1246868,58
1246869,61
1246870,59
1246871,74
1246872,115
1246873,215
1246874,36
1246875,62
1246876,74
1246877,36
1246878,36
1246879,2
1246880,15
1246881,164
1246882,166
1246883,63
1246884,166
1246885,164
1246886,63
1246887,63
1246888,62
1246889,166
1246890,36
1246891,15
1246892,36
1246893,166
1246894,166
1246895,36
1246896,11
1246897,166
1246898,157
1246899,64
12469,63
1246900,225
1246901,74
1246902,7
1246903,52
1246904,15
1246905,15
1246906,166
1246907,15
1246908,62
1246909,12
1246910,53
1246911,33
1246912,2
1246913,12
1246914,141
1246915,6
1246916,59
1246917,2
1246918,173
1246919,15
1246920,53
1246921,15
1246922,136
1246923,59
1246924,129
1246925,166
1246926,12
1246927,62
1246928,72
1246929,221
1246930,58
1246931,166
1246932,60
1246933,71
1246934,166
1246935,63
1246936,62
1246937,206
1246938,61
1246939,137
1246940,155
1246941,12
1246942,166
1246943,187
1246944,12
1246945,15
1246946,74
1246947,166
1246948,186
1246949,187
1246950,164
1246951,44
1246952,129
1246953,62
1246954,2
1246955,36
1246956,59
1246957,2
1246959,52
1246960,166
1246961,206
1246962,166
1246963,52
1246964,166
1246965,166
1246966,74
1246967,2
1246968,61
1246969,166
1246970,2
1246971,15
1246972,38
1246973,74
1246974,74
1246975,33
1246976,65
1246977,13
1246978,4
1246979,6
1246980,15
1246981,36
1246982,1
1246983,58
1246985,2
1246987,15
1246988,61
1246989,205
1246990,1
1246991,14
1246992,14
1246550,74
1246551,74
1246552,64
1246553,62
1246554,74
1246555,61
1246556,14
1246557,52
1246558,74
1246559,74
1246560,166
1246561,60
1246562,205
1246563,166
1246564,36
1246565,166
1246566,15
1246567,36
1246568,2
1246569,36
1246570,164
1246571,139
1246572,2
1246573,2
1246574,15
1246575,74
1246576,62
1246577,117
1246578,176
1246579,2
1246580,15
1246581,139
1246582,2
1246583,52
1246584,130
1246585,166
1246586,164
1246587,62
1246588,166
1246589,19
1246590,152
1246591,166
1246592,59
1246593,206
1246594,12
1246595,166
1246596,57
1246597,166
1246598,62
1246599,186
12466,72
1246600,176
1246601,15
1246602,160
1246603,62
1246604,12
1246605,26
1246606,136
1246607,61
1246608,129
1246609,59
1246610,123
1246611,15
1246612,33
1246613,176
1246614,74
1246615,2
1246616,166
1246617,2
1246618,166
1246619,44
1246620,74
1246621,2
1246622,62
1246623,59
1246624,166
1246625,137
1246626,52
1246627,14
1246628,2
1246629,7
1246630,72
1246631,100
1246632,61
1246633,74
1246634,206
1246635,206
1246636,52
1246637,15
1246638,15
1246639,2
1246640,176
1246641,61
1246642,63
1246643,61
1246644,59
1246645,194
1246646,61
1246647,164
1246648,2
1246649,2
1246650,62
1246651,7
1246652,52
1246653,64
1246654,63
1246655,136
1246656,12
1246657,2
1246658,58
1246659,166
1246660,2
1246661,137
1246662,7
1246663,61
1246664,194
1246665,36
1246666,62
1246667,36
1246668,12
1246669,33
1246670,33
1246671,52
1246672,59
1246673,15
1246674,38
1246675,2
1246676,15
1246677,74
1246678,187
1246679,64
1246680,61
1246681,2
1246682,166
1246683,166
1246684,12
1246685,166
1246686,206
1246687,166
1246688,129
1246689,74
1246690,15
1246691,2
1246699,2
12467,193
1246700,227
1246701,74
1246702,15
1246703,15
1246704,2
1246705,2
1246706,61
1246707,176
1246708,15
1246709,1
1246710,176
1246711,139
1246712,61
1246713,140
1246714,36
1246715,64
1246716,205
1246717,15
1246718,11
1246719,166
1246720,33
1246721,2
1246722,14
1246723,74
1246724,137
1246725,62
1246726,166
1246727,12
1246728,33
1246729,139
1246730,61
1246731,176
1246732,74
1246733,59
1246734,61
1246735,139
1246736,194
1246737,176
1246738,166
1246739,166
1246740,2
1246741,12
1246742,136
1246743,166
1246744,14
1246745,166
1246746,7
1246747,59
1246748,2
1246749,2
1246750,186
1246751,52
1246752,167
1246753,176
1246754,206
1246755,52
1246756,62
1246757,15
1246758,164
1246759,166
1246760,60
1246761,52
1246762,61
1246763,26
1246764,12
1246765,62
1246766,61
1246767,64
1246768,15
1246769,74
1246770,216
1246771,14
1246772,139
1246773,59
1246774,7
1246775,14
1246776,12
1246777,136
1246778,12
1246779,15
1246780,15
1246781,15
1246782,36
1246783,8
1246784,63
1246785,14
1246786,166
1246787,166
1246788,15
1246789,166
1246790,166
1246791,60
1246792,62
1246793,71
1246794,216
1246795,15
1246796,15
1246797,36
1246798,7
1246799,62
1246800,62
1246801,8
1246802,62
1246803,176
1246804,74
1246805,164
1246806,6
1246807,64
1246808,166
1246809,194
1246810,176
1246811,194
1246812,139
1246813,12
1246814,74
1246815,10
1246816,100
1246817,166
1246818,11
1246819,166
1246820,129
1246821,12
1246822,167
1246823,74
1246824,205
1246825,166
1246826,137
1246827,72
1246828,15
1246829,60
1246830,64
1246831,14
1246832,52
1246833,12
1246834,62
1246835,2
1246836,139
1246837,71
1246838,15
1246839,60
1246840,2
1247,14
1247000,136
1247001,166
1247002,11
1247003,160
1247004,164
1247005,141
1247006,59
1247007,64
1247008,31
1247009,12
1247010,31
1247011,176
1247012,7
1247013,31
1247014,12
1247015,59
1247016,100
1247017,31
1247018,74
1247019,2
1247020,166
1247021,2
1247022,166
1247023,166
1247024,166
1247025,118
1247026,166
1247027,166
1247028,166
1247029,74
1247030,166
1247031,74
1247032,62
1247033,166
1247034,61
1247035,74
1247036,166
1247037,12
1247038,166
1247039,166
1247040,12
1247041,74
1247042,129
1247043,227
1247044,74
1247045,15
1247046,12
1247047,166
1247048,74
1247049,160
1247050,166
1247051,164
1247052,2
1247053,166
1247054,166
1247055,74
1247056,74
1247057,74
1247058,137
1247059,74
1247060,166
1247061,166
1247062,33
1247063,166
1247064,64
1247065,33
1247066,166
1247067,166
1247068,61
1247069,15
1247070,74
1247071,36
1247072,52
1247073,227
1247074,176
1247075,74
1247076,166
1247077,64
1247078,160
1247079,166
1247080,74
1247081,206
1247082,166
1247083,74
1247084,166
1247085,166
1247086,2
1247087,166
1247088,62
1247089,44
1247090,12
1247091,166
1247092,129
1247093,33
1247094,166
1247095,11
1247096,166
1247097,74
1247098,166
1247099,205
1247100,62
1247101,166
1247102,166
1247103,166
1247104,227
1247105,7
1247106,33
1247107,14
1247108,166
1247109,74
1247110,72
1247111,74
1247112,72
1247113,74
1247114,166
1247115,166
1247116,62
1247117,227
1247118,12
1247119,166
1247120,136
1247121,166
1247122,15
1247123,2
1247124,164
1247125,2
1247126,166
1247127,74
1247128,166
1247129,100
1247130,2
1247131,166
1247132,52
1247133,15
1247134,74
1247135,7
1247136,12
1247137,74
1247138,74
1247139,166
1247140,15
1247141,15
1247299,139
1247300,129
1247301,152
1247302,63
1247303,10
1247304,7
1247305,166
1247306,130
1247307,7
1247308,167
1247309,166
1247310,53
1247311,2
1247312,152
1247313,1
1247314,64
1247315,8
1247316,15
1247317,12
1247318,7
1247319,61
1247320,206
1247321,14
1247322,63
1247323,2
1247324,52
1247325,2
1247326,164
1247327,62
1247328,2
1247329,53
1247330,2
1247331,36
1247332,194
1247333,12
1247334,129
1247335,164
1247336,15
1247337,136
1247338,31
1247339,52
1247340,164
1247341,166
1247342,206
1247343,15
1247344,176
1247345,15
1247346,155
1247347,15
1247348,15
1247349,52
1247350,206
1247351,15
1247352,141
1247353,72
1247354,63
1247355,60
1247356,61
1247357,15
1247358,14
1247359,15
1247360,176
1247361,59
1247362,194
1247363,194
1247364,64
1247365,15
1247366,100
1247367,12
1247368,2
1247369,52
1247370,139
1247371,2
1247372,206
1247373,36
1247374,164
1247375,14
1247376,139
1247377,122
1247379,194
1247380,164
1247381,141
1247382,100
1247383,15
1247384,160
1247385,15
1247386,14
1247387,14
1247388,52
1247389,62
1247390,164
1247391,38
1247392,44
1247393,15
1247394,36
1247395,15
1247396,166
1247397,15
1247398,141
1247399,71
1247149,15
1247150,13
1247151,166
1247152,166
1247153,160
1247154,166
1247155,166
1247156,139
1247157,62
1247158,166
1247159,74
1247160,58
1247161,166
1247162,136
1247163,166
1247164,166
1247165,62
1247166,166
1247167,53
1247168,2
1247169,15
1247170,44
1247171,62
1247172,12
1247173,166
1247174,166
1247175,74
1247176,15
1247177,12
1247178,166
1247179,14
1247180,59
1247181,74
1247182,74
1247183,52
1247184,166
1247185,12
1247186,166
1247187,74
1247188,166
1247189,166
1247190,10
1247191,160
1247192,61
1247193,166
1247194,7
1247195,164
1247196,62
1247197,166
1247198,166
1247199,2
1247200,166
1247201,33
1247202,166
1247203,36
1247204,63
1247205,15
1247206,166
1247207,74
1247208,2
1247209,11
1247210,62
1247211,166
1247212,2
1247213,63
1247214,74
1247215,12
1247216,166
1247217,166
1247218,44
1247219,167
1247220,166
1247221,166
1247222,166
1247223,61
1247224,74
1247225,52
1247226,166
1247227,15
1247228,74
1247229,12
1247230,62
1247231,166
1247232,64
1247233,62
1247234,74
1247235,2
1247236,164
1247237,166
1247238,74
1247239,80
1247240,33
1247241,74
1247242,137
1247243,52
1247244,36
1247245,166
1247246,14
1247247,141
1247248,12
1247249,166
1247250,166
1247251,64
1247252,160
1247253,7
1247254,74
1247255,14
1247256,166
1247257,8
1247258,160
1247259,176
1247260,62
1247261,166
1247262,8
1247263,15
1247264,52
1247265,164
1247266,59
1247267,59
1247268,59
1247269,7
1247270,2
1247271,61
1247272,166
1247273,166
1247274,7
1247275,62
1247276,166
1247277,194
1247278,62
1247279,2
1247280,71
1247281,7
1247282,2
1247283,15
1247284,15
1247285,52
1247286,60
1247287,64
1247288,166
1247289,59
1247290,74
1247291,166
1246543,74
1246544,2
1246545,7
1246546,12
1246547,2
1246548,166
1246549,166
1246692,12
1246693,187
1246694,123
1246695,33
1246696,1
1246697,63
1246698,166
1246841,166
1246842,166
1246843,160
1246844,36
1246845,166
1246846,61
1246847,206
1246993,2
1246994,46
1246995,59
1246996,15
1246997,31
1246998,10
1246999,31
1247292,36
1247293,15
1247294,2
1247295,166
1247296,7
1247297,2
1247298,137
1247142,166
1247143,74
1247144,74
1247145,122
1247146,166
1247147,74
1247148,166
1247550,141
1247551,74
1247552,164
1247553,59
1247554,59
1247555,12
1247556,160
1247557,12
1247558,160
1247559,166
1247560,7
1247561,29
1247562,15
1247563,141
1247564,64
1247565,62
1247566,15
1247567,36
1247568,52
1247569,64
1247570,1
1247571,1
1247572,1
1247573,1
1247574,1
1247575,1
1247576,1
1247577,1
1247578,1
1247579,1
1247580,1
1247581,8
1247582,1
1247583,1
1247584,1
1247585,1
1247586,1
1247587,1
1247588,1
1247589,1
1247590,1
1247591,1
1247592,1
1247593,1
1247594,1
1247595,8
1247596,1
1247597,1
1247598,8
1247599,1
1247600,1
1247601,1
1247602,1
1247603,8
1247604,1
1247605,6
1247606,1
1247607,38
1247608,1
1247609,1
1247610,1
1247611,8
1247612,123
1247613,1
1247614,1
1247615,1
1247616,8
1247617,1
1247618,1
1247619,1
1247620,123
1247621,2
1247622,99
1247623,1
1247624,1
1247625,6
1247626,6
1247627,25
1247628,1
1247629,1
1247630,25
1247631,1
1247632,1
1247633,1
1247634,1
1247635,221
1247636,2
1247637,123
1247638,2
1247639,1
1247640,1
1247641,25
1247642,221
1247643,1
1247644,65
1247645,1
1247646,38
1247647,1
1247648,25
1247649,38
1247650,1
1247651,123
1247652,1
1247653,99
1247654,38
1247655,1
1247656,123
1247657,25
1247658,8
1247659,6
1247660,123
1247661,1
1247662,25
1247663,1
1247664,123
1247665,1
1247666,1
1247667,51
1247668,1
1247669,1
1247670,10
1247671,6
1247672,123
1247673,6
1247674,123
1247675,6
1247676,1
1247677,6
1247678,38
1247679,1
1247680,99
1247681,1
1247682,1
1247683,1
1247684,1
1247685,1
1247686,123
1247687,1
1247688,25
1247689,1
1247690,221
1247691,1
1247692,1
1248580,15
1248585,13
1248597,15
1248614,15
1248621,29
1248625,15
12487,63
1248716,71
1248719,6
1248780,15
1248784,2
12488,63
1248826,15
1248857,8
1248859,15
1248872,1
1248873,227
1248874,1
1248912,15
1248937,2
1248954,1
1248957,12
1249,136
12490,63
1249045,15
1249065,1
1249090,176
12491,63
12492,63
1249213,15
1249267,15
1249282,230
1249297,15
1249301,9
1249332,194
1249333,1
1249385,8
12494,63
1249417,46
1249486,230
1249492,142
1249497,1
12495,63
1249529,19
1249531,1
12496,63
1249637,12
1249661,33
1249697,142
12497,63
1249890,1
1249969,2
1249986,15
1250,194
1250007,14
1250045,15
1250066,4
1250134,15
1250148,2
1250155,8
1250185,142
1250217,15
1250261,187
1250263,1
1250278,142
1250310,1
1250351,1
1250398,1
12504,62
1250467,142
12505,186
1250508,1
1250522,142
1250551,64
1250558,15
1250597,1
1250606,15
1250639,148
1250648,15
1250723,206
1250755,1
1250779,4
1250828,15
1250887,15
12509,166
1250945,14
1251,123
12510,189
1251079,9
1251086,8
1251093,29
1251112,71
1251134,230
1251148,10
1251151,1
1251156,46
1251187,4
1251392,71
1251404,2
1251411,14
1251416,9
12515,129
1251539,85
1251571,1
1251595,71
12516,129
1251643,46
1251647,185
1251690,185
1251718,61
1251946,142
1251981,71
1252,191
12520,194
1252036,8
1252068,194
12521,194
1252148,88
1252214,2
1252241,1
1252316,1
1252320,5
1252337,2
1252369,225
1252396,19
12524,181
12525,225
1252502,2
1252662,47
1252698,227
12527,166
1252733,1
1252764,65
1252778,12
1252807,5
1252808,14
1253,225
1253012,8
1253019,61
1253073,71
1253097,9
12531,166
1253145,1
1247400,7
1247401,15
1247402,59
1247403,15
1247404,60
1247405,14
1247406,60
1247407,7
1247408,63
1247409,164
1247410,100
1247411,1
1247412,52
1247413,164
1247414,206
1247415,61
1247416,7
1247417,130
1247418,164
1247419,36
1247420,52
1247421,15
1247422,2
1247423,2
1247424,2
1247425,33
1247426,61
1247427,52
1247428,176
1247429,2
1247430,2
1247431,62
1247432,160
1247433,2
1247434,11
1247435,2
1247436,15
1247437,2
1247438,166
1247439,2
1247440,57
1247441,164
1247442,2
1247443,2
1247444,137
1247445,164
1247446,2
1247447,166
1247448,166
1247449,176
1247450,139
1247451,2
1247452,2
1247453,137
1247454,166
1247455,15
1247456,2
1247457,2
1247458,8
1247459,12
1247460,140
1247461,2
1247462,67
1247463,12
1247464,64
1247465,2
1247466,166
1247467,129
1247468,59
1247469,2
1247470,59
1247471,14
1247472,206
1247473,141
1247474,141
1247475,59
1247476,59
1247477,166
1247478,14
1247479,59
1247480,14
1247481,62
1247482,60
1247483,221
1247484,63
1247485,7
1247486,15
1247487,7
1247488,139
1247489,166
1247490,58
1247491,176
1247492,59
1247493,137
1247494,218
1247495,61
1247496,62
1247497,59
1247498,2
1247499,60
1247500,139
1247501,15
1247502,62
1247503,59
1247504,74
1247505,2
1247506,14
1247507,74
1247508,59
1247509,59
1247510,15
1247511,141
1247512,2
1247513,137
1247514,59
1247515,52
1247516,139
1247517,2
1247518,15
1247519,59
1247520,15
1247521,59
1247522,2
1247523,129
1247524,15
1247525,2
1247526,164
1247527,2
1247528,74
1247529,206
1247530,139
1247531,62
1247532,12
1247533,122
1247534,12
1247535,59
1247536,33
1247537,100
1247538,62
1247539,129
1247540,194
1247541,33
1247542,2
1247700,8
1247701,1
1247702,1
1247703,1
1247704,1
1247705,1
1247706,1
1247707,6
1247708,6
1247709,1
1247710,1
1247711,6
1247712,1
1247713,123
1247714,1
1247715,6
1247716,1
1247717,1
1247718,8
1247719,6
1247720,160
1247721,1
1247722,1
1247723,1
1247724,6
1247725,1
1247726,8
1247727,1
1247728,9
1247730,71
1247731,156
1247735,15
1247737,140
1247738,14
1247739,74
1247740,62
1247741,227
1247742,33
1247743,74
1247744,227
1247745,14
1247746,74
1247747,166
1247748,166
1247749,62
1247750,60
1247751,143
1247752,166
1247753,225
1247754,139
1247756,141
1247782,2
1247784,164
1247785,92
1247786,36
1247806,33
1247807,189
1247808,18
1247811,1
1247813,1
1247815,14
1247816,26
1247817,1
1247820,1
1247827,4
1247828,62
1247830,6
1247832,150
1247833,7
1247834,10
1247835,4
1247836,8
1247837,31
1247838,1
1247839,1
1247841,1
1247845,8
1247846,1
1247850,1
1247851,6
1247858,1
1247859,1
1247860,1
1247866,4
1247867,1
1247873,1
1247874,1
1247876,131
1247878,1
1247880,1
1247881,123
1247882,1
1247884,8
1247887,6
1247890,6
1247896,1
1247897,1
1247898,1
1247899,58
1247901,31
1247906,143
1247909,2
1247914,6
1247920,6
1247922,1
1247923,2
1247924,146
1247925,4
1247927,146
1247928,8
1247930,1
1247932,123
1247933,1
1247934,14
12480,62
1248087,12
12481,194
1248154,6
1248168,8
1248193,3
1248208,2
1248231,61
1248247,1
1248251,62
1248269,2
1248272,63
1248275,2
1248282,9
1248289,68
1248301,185
1248317,12
1248327,63
1248348,71
1248370,185
1248380,12
1248407,2
1248436,5
1248448,88
1248468,19
1248475,38
1248478,1
1248487,15
1248491,128
1266390,1
12664,139
1266421,1
1266446,2
12665,139
1266531,15
1266557,15
12666,139
1266607,1
1266684,29
12668,164
12669,164
1266944,1
1267,142
12670,164
1267031,33
1267034,14
1267080,1
12671,164
12673,164
1267366,2
1267368,145
12674,221
1267433,15
12675,123
1267554,1
1267688,9
12678,194
1267863,12
1267920,15
1267964,46
1268005,112
1268079,14
1268088,1
12681,156
1268159,14
1268190,175
1268191,175
1268192,1
1268193,1
1268194,8
1268195,33
12682,156
12684,63
12689,127
1269,225
12691,127
12693,139
12695,166
12696,189
12697,191
12699,148
127,229
1270,62
12700,11
12701,65
12703,189
12704,62
12707,191
12710,189
1271060,59
1271068,139
1271079,140
1271107,9
1271121,127
1271128,139
1271142,164
1271164,46
1271165,12
1271166,65
1271198,63
12712,148
1271275,227
1271276,29
1271278,8
1271281,63
12716,139
12717,223
1271729,5
1271755,87
1271757,2
1271783,13
1271784,74
1271792,74
1271793,166
12718,216
1271821,15
1271850,194
12719,216
1271940,141
1271978,1
1271990,227
1272,223
1272087,1
1272139,164
1272141,166
1272149,2
1272159,5
1272167,148
1260852,12
12609,225
1260941,15
1261,221
1261047,4
12611,71
1261118,15
1261131,145
12612,148
1261252,227
1261272,46
12613,62
1261307,142
1261316,46
1261369,14
1261382,1
12614,62
1261423,142
1261437,6
1261461,14
1261497,43
12615,226
1261785,9
1261855,71
1261874,230
1261949,227
12620,129
1262001,1
1262038,71
1262076,227
1262087,9
12621,129
1262123,8
1262161,19
1262173,33
1262187,1
1262197,12
12622,140
1262288,1
12623,140
1262309,3
1262335,1
1262353,71
1262424,227
12625,139
1262552,12
1262556,230
1262567,46
12626,166
1262600,71
1262698,12
12627,176
1262735,4
1262752,15
1262777,15
1262781,15
12628,225
1262892,11
1262925,12
1262938,71
1262955,15
1263,221
12630,63
1263007,2
1263047,1
1263073,5
1263094,26
12631,221
1263117,15
12633,140
1263325,71
1263350,15
12635,87
12636,62
1263648,8
1263657,1
1263670,1
12637,225
1263751,15
1263932,15
1263953,15
1264,221
12640,225
1264011,5
1264019,142
1264059,1
12641,225
1264130,15
1264143,8
1264151,71
1264155,1
1264182,1
12642,225
1264218,14
1264233,15
1264292,15
1264321,68
1264368,19
12644,225
12645,14
1264530,71
1264535,8
12646,15
1264671,2
12647,15
1264728,15
1264770,15
1264781,46
12648,166
1264825,122
1264854,15
1264900,142
1264957,2
1264966,2
1265,225
1265011,230
1265053,11
12651,198
1265115,87
1265127,145
1265172,26
1265272,2
1265277,142
1265310,3
1265318,1
1265399,6
1265516,160
1265521,1
1265539,14
1265553,33
1265576,12
12657,194
1265780,6
12659,194
1265975,2
1265992,2
1266,225
12660,221
1266086,148
12661,221
1266176,15
12662,217
1266205,2
1253258,185
12533,227
1253319,12
1253396,15
1253488,62
12535,72
1253507,230
12537,194
1253719,1
1253743,46
1253889,15
1254,225
12540,60
1254079,2
12541,215
1254120,15
1254209,15
1254259,15
1254277,62
1254289,71
12543,127
1254352,230
12544,127
1254498,11
12545,127
1254519,1
1254576,1
12546,59
1254678,15
12549,191
1254937,1
12550,123
1255006,227
1255039,1
1255188,1
1255268,14
1255288,9
12553,194
1255353,29
1255391,2
1255402,33
1255429,9
1255447,15
1255465,15
1255599,8
1255615,1
1255651,2
12557,194
1255731,71
12558,216
1255815,15
1255847,225
1255862,6
12559,225
1255912,227
1256,191
1256014,19
1256030,62
12561,12
1256151,83
12562,62
1256211,1
1256217,8
1256235,2
1256265,7
12563,186
1256333,19
12564,216
1256464,4
1256499,230
12565,87
1256602,14
1256614,194
1256664,71
1256705,1
1256766,1
1256846,1
12569,127
1256934,15
1256989,2
12570,225
12571,194
1257168,178
12572,221
1257214,46
1257226,1
1257377,65
12574,166
1257498,46
1257615,139
1257650,1
1257684,122
1257731,1
1257812,1
1257835,230
12580,225
1258020,227
1258028,15
12581,123
1258129,142
1258162,230
1258196,3
1258227,9
1258362,139
1258376,88
12584,71
1258448,6
12585,221
12586,221
1258701,71
1258739,8
1258775,36
1258846,15
1259056,8
1259106,15
1259114,4
12593,221
12594,221
1259488,20
1259496,15
12595,51
1259569,1
1259697,4
12597,141
12598,221
1259818,14
1259854,14
1259896,71
12599,221
1259911,15
1259944,2
1259975,4
126,225
1260,191
12600,194
1260096,173
1260118,8
12602,191
1260235,15
1260237,15
1260244,227
1260288,185
12603,216
1266279,3
1266318,61
1266326,8
1266342,1
1253150,14
12532,121
1253219,167
1253229,173
1260352,1
12605,139
1260618,2
12607,63
1260708,15
12608,225
12485,173
1248520,37
1248522,71
1248532,2
1248557,2
1248567,71
1247693,38
1247694,1
1247695,99
1247696,1
1247697,1
1247698,1
1247699,1
1247543,33
1247544,166
1247545,2
1247546,164
1247547,7
1247548,1
1247549,136
1273773,14
1273818,12
1273830,12
1273834,12
1273841,4
1273854,123
1273857,2
1273900,2
1273921,21
1273926,1
1273949,139
1273989,14
1274,194
1274020,23
1274023,148
1274024,8
1274025,9
1274032,13
1274050,12
1274092,2
1274098,5
12741,62
1274114,110
1274129,82
1274143,87
1274148,13
12742,139
1274218,148
1274229,2
1274234,1
1274243,65
1274264,12
1274267,14
1274278,5
1274279,12
1274281,2
12743,10
1274301,12
1274308,12
1274319,1
1274324,5
1274377,6
1274433,12
1274449,41
1274483,11
1274489,1
1274499,7
1274516,12
1274518,5
1274523,1
1274527,166
1274535,141
1274542,139
1274545,8
12746,139
1274653,148
1274672,12
1274697,44
1274711,194
1274754,166
1274757,2
1274758,1
1274766,69
1274771,7
1274785,15
12748,194
1274811,148
1274857,12
1274885,3
1274900,5
1274911,25
1274913,8
1274918,8
1274949,13
1274955,2
1274975,7
1274978,24
1274983,15
1274989,110
1274992,1
1275,223
12750,141
1275006,2
1275008,12
1275013,2
1275017,2
1275037,12
1275052,8
1275082,11
12751,63
1275109,1
1275116,15
1275118,69
1275120,2
1275121,5
1275132,2
1275133,11
1275135,15
1275142,12
1275144,14
1275173,1
1275184,9
1275198,147
12752,191
1275201,12
1275227,69
1275240,15
